telco_days_late_mean,telco_suspensions_count,telco_recharge_regularity_cv,telco_advance_ratio,telco_score,geo_home_stasis_pct,geo_location_entropy,geo_routine_index,geo_unique_locations,geo_radius_of_gyration_km,psycho_irt_score,psycho_conscientiousness,psycho_future_orientation,psycho_consistency_flag,psycho_response_time_flag,ecom_utility_spend_ratio,ecom_purchase_interval_cv,ecom_return_rate,ecom_advance_payment_ratio,ecom_total_transactions,merchant_bayesian_rating,merchant_review_volume,merchant_sentiment_score,merchant_rating_trend,merchant_closure_risk,bank_inflow_cv,bank_inflow_mean,bank_min_monthly_balance,bank_avg_balance,bank_inflow_outflow_ratio,label,archetype
0.10643356506633793,0.0,0.43702441767903927,0.6962128309084625,0.9685743125776466,0.98,0.49850781766667085,0.7885968729333317,5.0,10.695544908686646,0.7217413813790937,0.8024766609389755,0.8608460592407006,1.0,1.0,0.4385154161307839,0.25517331989008085,0.44197702151560514,0.39029672513207114,6.0,,,,,,0.2875339697684903,13610.191077562902,1876.4779234883665,5682.713815824374,1.247541709827714,0,stable_salaried
0.6547288356291058,0.0,0.23359093936256414,0.3709700278733836,0.8216681707163253,0.3957487100600074,0.47226424052567484,0.44854352982573453,6.0,20.897683505310535,0.6795997526165999,0.5770981391694217,0.6394786694803902,0.0,1.0,0.6493996829028941,0.2571386831252194,0.1348227298398175,0.8304194021856336,10.0,,,,,,0.3479159945764898,12965.676037544086,1225.68707435631,5293.918351383583,1.1843060000853785,0,stable_salaried
1.068438819476469,0.0,0.047190386889832715,0.34638994772881265,0.7257630855606247,0.8898786133793667,0.42590009751353347,0.7635671290222066,5.0,12.676812962358483,0.98,0.8782683367804921,0.921951656319852,1.0,1.0,0.4999304123109953,0.37912100632554047,0.2748906319203316,0.55777553455545,10.0,,,,,,,,,,,0,stable_salaried
1.907542805687635,1.0,0.04797302553582197,0.13349566899266369,0.5501410111591802,0.4642797271828754,0.47198346915050243,0.48977444864952424,9.0,15.458694111235594,0.7426571160220066,0.6236350692836704,0.718754482690183,0.0,1.0,0.6185531297571379,0.3114239051207437,0.2074515057724793,0.37227483698100294,10.0,,,,,,0.16050957828005366,28787.647639219555,6167.557545091652,13600.677249410315,1.1990792858082624,0,stable_salaried
1.204030315051151,1.0,0.2524580451717633,0.559591325722405,0.6794124472356599,0.5481724778493883,0.564721055341203,0.5030150645731517,11.0,1.7869691474798144,0.5952408827051554,0.743703336619977,0.7497918623970925,1.0,1.0,0.1,0.7591945556234188,0.12393404537137732,0.7496328338752277,12.0,,,,,,0.3356505374279323,18292.039864502633,1625.7259703592072,7987.928276494583,1.2533045916208159,0,stable_salaried
0.46530726328274374,0.0,0.27003325528511063,0.40172577707426066,0.8697128502617003,0.6991092235223132,0.31349961944710125,0.6940656863345473,4.0,4.079899813940315,0.8260723364301186,0.98,0.8321293366970007,1.0,1.0,0.8937409884649188,0.16783060425430496,0.5,0.5680674662567279,14.0,,,,,,,,,,,0,stable_salaried
2.4044386339582537,2.0,0.5036214095273146,0.28938790134581366,0.46179930613988646,0.9313722282908297,0.16659940137885895,0.8921835764229542,10.0,3.9428786182831366,0.8254934278317602,0.98,0.48139694617108375,1.0,1.0,0.16923861191931,0.1812153325371648,0.1738727697872124,0.6695160256481937,12.0,,,,,,,,,,,0,stable_salaried
0.649252915950742,0.0,0.1993938773700706,0.265167459883502,0.8230190967183868,0.6032144263663388,0.1,0.7219286558198033,9.0,18.57092606476842,0.9753550550901063,0.8630058418695321,0.7836344075833976,1.0,1.0,0.7940286252883105,0.025104564642055485,0.3408242381017316,0.31415022159302947,7.0,,,,,,0.4733519135200605,15546.050343205121,2443.2878541662735,6510.91671702977,1.0608348195446249,0,stable_salaried
0.057771794212070196,0.0,0.06654373613648396,0.43916963184708324,0.982817788911252,0.8589104057765724,0.34054353744115917,0.7791288284894797,4.0,14.270008203559927,0.7243110438194381,0.98,0.4494739502880329,1.0,1.0,0.6946501080568519,0.19377527824363208,0.5,0.5250108173178063,8.0,,,,,,,,,,,0,stable_salaried
0.4230862400451495,0.0,0.06978754427177163,0.4362079254294075,0.880798962030767,0.6012533644045985,0.4889404665050611,0.5651758320407347,5.0,15.980615112834721,0.6479403343327124,0.39083245645485365,0.544474038794048,1.0,1.0,0.38499143542046754,0.5177355221818049,0.036945371688860223,0.5178173612360687,11.0,,,,,,0.14060334949236258,22085.159267491512,3963.0982546697983,10057.589012454398,0.9568895142232577,0,stable_salaried
0.4218030556365204,0.0,0.034506087346376016,0.542235994082612,0.8811380955507702,0.6062448241280486,0.1,0.7237468944768292,8.0,9.878199237422848,0.7789303079634577,0.8941562163354481,0.7132934873577151,1.0,1.0,0.24904410434249027,0.14408454445870297,0.16534458050867024,0.5327268127225285,12.0,,,,,,,,,,,0,stable_salaried
0.014438612564412043,2.0,0.22628296350636584,0.7405433047222861,0.9458938948085487,0.8515073882948584,0.20333272394559396,0.8295713433986774,3.0,4.818481760008956,0.9738719670269218,0.9442648726316053,0.7015115151226243,0.0,1.0,0.8787630138397299,0.2144304607612709,0.38968047417232754,0.21812339528675878,5.0,,,,,,,,,,,0,stable_salaried
0.07382113763075884,1.0,0.2003722016370177,0.18455884915538562,0.9536446613737024,0.510581225009574,0.1,0.6663487350057444,3.0,0.5,0.7886666414659568,0.7946228903940267,0.964358582481535,1.0,1.0,0.6456291338158789,0.32904148218620066,0.4239411841395344,0.06318602579891869,11.0,,,,,,0.1864857880488395,14412.296390027437,1640.6771953242655,6245.885389372319,1.197466165726285,0,stable_salaried
4.111893531716072,2.0,0.02,0.18689916268406878,0.2766889428149144,0.5589172041996225,0.27595992768642275,0.6249663514452044,4.0,5.179634163492142,0.38249481399281415,0.44766205541145976,0.7482359752626253,1.0,1.0,0.2831195421263261,0.4906967460241764,0.18468824223452993,0.23290050266653853,10.0,,,,,,,,,,,0,stable_salaried
2.178316833133085,1.0,0.038694293729636425,0.44583221159211706,0.5072187758441034,0.8655703140417035,0.4923413298476194,0.7224056564859744,6.0,1.0151089234451744,0.8145251515722055,0.6637368007277364,0.8300063696485679,1.0,1.0,0.9315798579745794,0.40096231743455746,0.007661918892312973,0.674972856618813,9.0,,,,,,,,,,,0,stable_salaried
0.03386091064178263,0.0,0.072610243729537,0.6050258625280617,0.9898931478011317,0.9238006802417638,0.2902714908098533,0.8381718118211168,4.0,0.6079898809466171,0.7098330690452873,0.8391715751585449,0.6247907430826481,1.0,1.0,0.6458129461528674,0.14704285854928523,0.47210574153770746,0.42477852932123555,7.0,,,,,,0.19778871917212104,12693.914772743185,1987.845609264779,5189.0252548234375,1.2225794157842382,0,stable_salaried
